Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Asus,ZenFone 4 Max (ZC520KL),ASUS_X00HD_1,1857-2841MB,Phone,Qualcomm MSM8917,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,25;27;28,3.0
Asus,ZenFone 4 Max (ZC520KL),ASUS_X00HD_2,1852-1857MB,Phone,Qualcomm MSM8917,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,25;27,3.0
Asus,ZenFone 4 Max (ZC520KL),ASUS_X00HD_4,2840-2846MB,Phone,Qualcomm MSM8937,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,25;27;28,3.2
Asus,ZenFone 3 Max (ZC553KL),ASUS_X00DD,2858-2866MB,Phone,Qualcomm MSM8937,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;25;27,3.1;3.2
Asus,ZenFone 4 (ZE554KL),ASUS_Z01KDA,3744-3748MB,Phone,Qualcomm SDM630,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25;26;28,3.2
Asus,ZenFone 4 (ZE554KL),ASUS_Z01KD_3,3739-3742MB,Phone,Qualcomm SDM660,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25;26;28,3.2
Asus,ZenFone 4 (ZE554KL),ASUS_Z01KD_2,3744-3748MB,Phone,Qualcomm SDM630,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25;26;28,3.2
Asus,ZenFone 4 (ZE554KL),ASUS_Z01KD_1,5737-5740MB,Phone,Qualcomm SDM660,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25;26;28,3.2
Asus,ZenFone 3 Deluxe (ZS570KL),Z016,5735-5737MB,Phone,Qualcomm MSM8996,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Asus,ZenFone 3 Deluxe (ZS570KL),Z016_1,5735-5737MB,Phone,Qualcomm MSM8996,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Asus,ZenFone 3 (ZE520KL),ASUS_Z017D_1,1849-3606MB,Phone,Qualcomm MSM8953,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Asus,ZenFone 4 Selfie Lite (ZB520KL),ASUS_X00HD_3,2841-2846MB,Phone,Qualcomm MSM8917,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,25;27,3.0
Asus,ZenFone 5Z (ZS620KL) (WW) / 5Z (ZS621KL) (IN),ASUS_Z01R_1,5682-5687MB,Phone,Qualcomm SDM845,1080x2246,420;480,arm64-v8a;armeabi-v7a;armeabi,26;28;29,3.2
Asus,ZenFone V Live,ASUS_A009,1850-1852MB,Phone,Qualcomm MSM8917,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,25;27,3.0
Asus,ZenFone 3 Laser (ZC551KL),Z01B_1,3609-3611MB,Phone,Qualcomm MSM8937,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;25;26,3.1;3.2
Asus,ZenFone Max Pro M2 (ZB631KL) (WW) / Max Pro M2 (ZB630KL) (IN),ASUS_X01BD_1,3740-3741MB,Phone,Qualcomm SDM660,1080x2280,480,arm64-v8a;armeabi-v7a;armeabi,27;28,3.2
Asus,ZenFone Max Pro M2 (ZB631KL) (WW) / Max Pro M2 (ZB630KL) (IN),ASUS_X01BD_2,3740-3741MB,Phone,Qualcomm SDM660,1080x2280,480,arm64-v8a;armeabi-v7a;armeabi,27;28,3.2
Asus,ZenFone 6 (ZS630KL) (WW) / 6Z (ZS630KL) (IN),ASUS_I01WD,5498-5500MB,Phone,Qualcomm SM8150,1080x2340,420,arm64-v8a;armeabi-v7a;armeabi,28;29,3.2
Asus,ZenFone 3 Deluxe (ZS550KL),ASUS_Z01F_1,3599-3601MB,Phone,Qualcomm MSM8953,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Asus,ASUS Chromebook Flip C302,cave_cheets,3846MB,PC,Intel m3-6y30,1920x1080,160,x86;armeabi-v7a;armeabi,25;28,3.1
Asus,ZenFone Max Shot (ZB634KL),ASUS_A001D_2,3583MB,Phone,Qualcomm SDM450,1080x2280,480,arm64-v8a;armeabi-v7a;armeabi,27;28,3.2
Asus,ZenFone Max Plus M1 (ZB570TL),ASUS_X018_4,2719-2779MB,Phone,Mediatek MT6750T,1080x2004;1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,24;27;28,3.2
Asus,ZenFone Max Plus M1 (ZB570TL),ASUS_X018_2,2736-2797MB,Phone,Mediatek MT6750,720x1336;720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24;27,3.2
Asus,ZenFone Max Plus M1 (ZB570TL),ASUS_X018_1,2736-3749MB,Phone,Mediatek MT6750,720x1336;720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24;27;28,3.2
Asus,ZenFone 4 Max (ZC554KL),ASUS_X00IDC,2840-2846MB,Phone,Qualcomm MSM8937,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,25;27;28,3.2
Asus,ZenFone 4 Max (ZC554KL),ASUS_X00ID,1852-1858MB,Phone,Qualcomm MSM8917,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,25;27;28,3.0
Asus,ZenFone 4 Max (ZC554KL),ASUS_X00IDB,2840-2846MB,Phone,Qualcomm MSM8937,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,25;27;28,3.2
Asus,ZenFone Max Plus M2 (ZB634KL),ASUS_A001D_1,2831MB,Phone,Qualcomm SDM450,1080x2280,480,arm64-v8a;armeabi-v7a;armeabi,27;28,3.2
Asus,ZenFone Max M1 (ZB556KL) / ZenFone Max M1/M2/M3 (ZB555KL),ASUS_X00P_6,2854-2859MB,Phone,Qualcomm MSM8937,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Asus,ZenFone Max M1 (ZB556KL) / ZenFone Max M1/M2/M3 (ZB555KL),ASUS_X00P_3,2854-2859MB,Phone,Qualcomm MSM8937,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Asus,ZenFone Max M1 (ZB556KL) / ZenFone Max M1/M2/M3 (ZB555KL),ASUS_X00P_4,2854-2859MB,Phone,Qualcomm MSM8937,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Asus,ZenFone Max M1 (ZB556KL) / ZenFone Max M1/M2/M3 (ZB555KL),ASUS_X00P_2,2859MB,Phone,Qualcomm MSM8937,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,26,3.2
Asus,ZenFone Max M1 (ZB556KL) / ZenFone Max M1/M2/M3 (ZB555KL),ASUS_X00P_1,1850-1855MB,Phone,Qualcomm MSM8917,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,26;28,3.0
Asus,ZenFone Max M1 (ZB556KL) / ZenFone Max M1/M2/M3 (ZB555KL),ASUS_X00P_8,1855MB,Phone,Qualcomm MSM8917,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,26,3.0
Asus,ZenFone 5 Lite (ZC600KL),ASUS_X017D_2,3744-3751MB,Phone,Qualcomm SDM630,1080x2004;1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,25;28,3.2
Asus,ZenFone 5 Lite (ZC600KL),ASUS_X017D_1,3519-3609MB,Phone,Qualcomm MSM8937,1080x2004;1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,25;28,3.2
Asus,ZenFone 4 Pro (ZS551KL),ASUS_Z01GD_1,5732-5733MB,Phone,Qualcomm MSM8998,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2
Asus,ROG Phone,ASUS_Z01QD_1,7677-7686MB,Phone,Qualcomm SDM845,1080x2160,420;480,arm64-v8a;armeabi-v7a;armeabi,27;28,3.2
Asus,ZenFone V,ASUS_A006,3739-3740MB,Phone,Qualcomm MSM8996,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2
Asus,ZenFone 3 Zoom (ZE553KL),ASUS_Z01H_1,3599-3601MB,Phone,Qualcomm MSM8953,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;25;26,3.1;3.2
Asus,ZenFone 5 (ZE620KL),ASUS_X00QD,3744-3745MB,Phone,Qualcomm SDM636,1080x2246,480,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Asus,ZenFone Live Plus (ZB553KL),ASUS_X00LD_3,1851-1858MB,Phone,Qualcomm MSM8917,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,25;27;28,3.0
Asus,ZenFone Live Plus (ZB553KL),ASUS_X00LD_2,2841-2846MB,Phone,Qualcomm MSM8937,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,25;27,3.2
Asus,ZenFone 3 Max (ZC520TL),ASUS_X008,1861-1862MB,Phone,Mediatek MT6737T,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23;24;27,3.0;3.1
Asus,ZenFone 3 Max (ZC520TL),ASUS_X008_1,2870MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23;24;27,3.0;3.1
Asus,ROG Phone ll,ASUS_I001_1,11482MB,Phone,Qualcomm SM8150,1080x2340,420,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Asus,ZenFone Lite L1 (ZA551KL) / ZenFone Live L1/L2 (ZA550KL),ASUS_X00R_2,1864-1869MB,Phone,Qualcomm MSM8917,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,26;28,3.0
Asus,ZenFone Lite L1 (ZA551KL) / ZenFone Live L1/L2 (ZA550KL),ASUS_X00R_7,1869MB,Phone,Qualcomm MSM8937,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,26,3.2
Asus,ZenFone Lite L1 (ZA551KL) / ZenFone Live L1/L2 (ZA550KL),ASUS_X00R_1,1869MB,Phone,Qualcomm MSM8917,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,26,3.0
Asus,ZenFone Lite L1 (ZA551KL) / ZenFone Live L1/L2 (ZA550KL),ASUS_X00R_6,1858MB,Phone,Qualcomm MSM8940,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,26,3.2
Asus,ZenFone Lite L1 (ZA551KL) / ZenFone Live L1/L2 (ZA550KL),ASUS_X00R_3,884MB,Phone,Qualcomm MSM8917,720x1440,320,armeabi-v7a;armeabi,27,3.0
Asus,ZenFone Lite L1 (ZA551KL) / ZenFone Live L1/L2 (ZA550KL),ASUS_X00R_5,1863-1869MB,Phone,Qualcomm MSM8937,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Asus,ZenFone Max M2 (ZB633KL) (WW) / Max M2 (ZB632KL) (IN),ASUS_X01A_1,2703-2823MB,Phone,Qualcomm SDM632,720x1520,320,arm64-v8a;armeabi-v7a;armeabi,27;28,3.2
AT&T,U304AA,U304AA,891MB,Phone,Mediatek MT6739WW,480x960,213,armeabi-v7a;armeabi,28,3.2
AT&T,QS5509A,QS5509QL,897MB,Phone,Qualcomm MSM8909,480x854,240,armeabi-v7a;armeabi,27,3.0
ATM (Brazil),R5Plus,R5Plus,1907MB,Phone,Mediatek MT6737M,720x1280,320,armeabi-v7a;armeabi,27,3.1
Attila,Magic_1,Magic_1,954MB,Phone,Mediatek MT6580,480x996,240,armeabi-v7a;armeabi,27,2.0
Auchan,S6T7IN3G,S6T7IN3G,953MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,27,2.0
Auchan,S6S6IN3G,S6S6IN3G,926MB,Phone,Mediatek MT6580,540x1080,240,armeabi-v7a;armeabi,27,2.0
Auchan,SP19403,SP19403,451MB,Phone,Mediatek MT6580M,480x800,240,armeabi-v7a;armeabi,27,2.0
Auchan,SP19504,SP19504,905MB,Phone,Mediatek MT6739CH,480x960,240,armeabi-v7a;armeabi,27,3.2
Auchan,Q10S53IN4G,Q10S53IN4G,913MB,Phone,Mediatek MT6737M,480x960,240,armeabi-v7a;armeabi,27,3.1
AURII,AURII ULTRA,AURII_ULTRA,923MB,Phone,Mediatek MT6580,720x1440,320,armeabi-v7a;armeabi,27,2.0
Auris,TB-701,TB-701,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Avaya,Vantage,K175,1965-1980MB,Tablet,DSP Group DVF1100,800x1280,213,armeabi-v7a;armeabi,23;27,1.0;2.0
Avion,Avion A10 Pro,Avion_A10_Pro,3808MB,Phone,Mediatek MT6763T,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Avion,m2,Avion_M2,932MB,Phone,Mediatek MT6580,720x1440,320,armeabi-v7a;armeabi,27,2.0
Avvio,Q503,Avvio_Q503,948MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,27,2.0
AXXA,AXXA S71,AXXA_S71,954MB,Phone,Mediatek MT6580M,540x960,240,armeabi-v7a;armeabi,27,2.0
AXXA,PRO,PRO,953MB,Phone,Mediatek MT6580,640x1280,320,armeabi-v7a;armeabi,27,2.0
AXXA,AXXA_S45_PLUS,AXXA_S45_PLUS,944MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
Axxa Mobile,GEM,GEM,951MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,27,2.0
AZPEN,A780,A780,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Azumi,V5+,AZUMI_V5PLUS_AC27,876MB,Phone,Spreadtrum SC9832E,480x960,240,armeabi-v7a;armeabi,28,3.2
Azumi,Azumi A5,A5,958MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
Azumi,Nobu A55,NOBU_A55,957MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Azumi,Azumi_AKANE,Azumi_AKANE,904MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi-v7a;armeabi,27,3.2
Azumi,A4_AC19,Azumi_A4_AC19,451MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi-v7a;armeabi,27,3.2
Azumi,Azumi_V5PLUS_AC24,Azumi_V5PLUS_AC24,876MB,Phone,Spreadtrum SC9832E,480x960,240,armeabi-v7a;armeabi,28,3.2
Azumi,AT7,AT7,956MB,Phone,Mediatek MT8321,600x1024,213,armeabi-v7a;armeabi,27,2.0
Azumi,Azumi A45,Azumi_A45,450MB,Phone,Spreadtrum SC7731E,480x854,240,armeabi-v7a;armeabi,27,3.2
Azumi,Azumi_K55QL_AC04,Azumi_K55QL_AC04,881MB,Phone,Spreadtrum SC9832E,480x960,240,armeabi-v7a;armeabi,27,3.2
Azumi,Azumi_A4PLUS_AC11,Azumi_A4PLUS_AC11,929MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi-v7a;armeabi,27,3.2
Azumi,A4,A4_AC25,451MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,27,2.0
Azumi,A4,A4,451MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,27,2.0
Azumi,KIREI A5Q PLUS,Azumi_KIREI_A5Q_PLUS_AC11,958MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,27,2.0
Azumi,KIREI A5Q PLUS,Azumi_KIREI_A5Q_PLUS_AC06,958MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,27,2.0
Bangho,Bangho_AERO7,Bangho_AERO7,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2.0
Barnes and Noble,BNTV460,st18c7bnn,979MB,Tablet,Mediatek MT8163,600x1024,160,armeabi-v7a;armeabi,27,3.1
Barnes and Noble,BNTV650,st18c10bnn,1950MB,Tablet,Mediatek MT8167A,1200x1920,240,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Battcell,M7042F,M7042F,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2.0
beafon,Class_C250,Class_C250,2846MB,Phone,Mediatek MT6763,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
beafon,M5,M5,1907MB,Phone,Mediatek MT6739WA,720x1280,320,armeabi-v7a;armeabi,27,3.2
BEISTA,K105,K105,4009MB,Tablet,Mediatek MT6580,800x1280,160,armeabi-v7a;armeabi,28,2.0
BEISTA,X101,X101,3809MB,Tablet,Mediatek MT6762,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,28,3.2
BEISTA,K109,K109,1961MB,Tablet,Mediatek MT6580,1280x800,160,armeabi-v7a;armeabi,28,2.0
Beneve,M7133E3,M7133E3,1959MB,Tablet,Rockchip RK3326,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Bertoli,B20X,B20X,951MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,27,2.0
Beyond,WIN,WIN,956MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Beyond,MAX4,MAX4,1886MB,Phone,Mediatek MT6739WA,480x996,240,armeabi-v7a;armeabi,27,3.2
Billion,Billion Capture+,rimoB,2852-3584MB,Phone,Qualcomm MSM8953,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25;27,3.2
Billow,X103PRO,X103PRO,1967MB,Tablet,Mediatek MT8321,1280x800,160,armeabi-v7a;armeabi,27,2.0
Billow,X703,X703,955MB,Tablet,Mediatek MT8321,1024x600,160,armeabi-v7a;armeabi,27,2.0
Billow,X101PRO+,X101PRO,1972MB,Tablet,Mediatek MT8163,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Bird,X6,Bird_X6,904MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi-v7a;armeabi,27,3.2
Bird,S1,Bird_S1,904MB,Phone,Spreadtrum SC7731E,720x1440,320,armeabi-v7a;armeabi,27,3.2
Bird,F15,Bird_F15,904MB,Phone,Spreadtrum SC7731E,480x854,240,armeabi-v7a;armeabi,27,3.2
Bird,Energy,Energy,886MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi-v7a;armeabi,27,3.2
Bitel,B8506,B8506,903MB,Phone,Spreadtrum SC7731E,480x854,240,armeabi-v7a;armeabi,27,3.2
Bitel,BPRO,BPRO,858MB,Phone,Spreadtrum SC9850,720x1280,320,armeabi-v7a;armeabi,27,3.2
Bittium,Bittium Tough Mobile 2,craton,3709MB,Phone,Qualcomm SDM670,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Bizringer,8BIZ18,8BIZ18,1802MB,Phone,Spreadtrum SC9832E,800x1280,240,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Black Bear,B6 Master,B6_Master,901MB,Phone,Mediatek MT6739WA,480x960,213,armeabi-v7a;armeabi,27,3.2
Black Bear,B6_Note_X,B6_Note_X,1887MB,Phone,Mediatek MT6739WA,480x960,240,armeabi-v7a;armeabi,27,3.2
BlackBerry,KEYone,bbb100,2805-2857MB,Phone,Qualcomm MSM8953,1080x1620,420,arm64-v8a;armeabi-v7a;armeabi,25;27,3.2
BlackBerry,Blackberry Evolve X,bbh100,5741MB,Phone,Qualcomm SDM660,1080x2160,400,arm64-v8a;armeabi-v7a;armeabi,27,3.2
BlackBerry,BlackBerry KEY2 LE,bbe100,3720MB,Phone,Qualcomm SDM636,1080x1620,420,arm64-v8a;armeabi-v7a;armeabi,27,3.2
BlackBerry,BlackBerry KEY2,bbf100,5713MB,Phone,Qualcomm SDM660,1080x1620,420,arm64-v8a;armeabi-v7a;armeabi,27,3.2
BlackBerry,BlackBerry MOTION,bbd100,3557-3601MB,Phone,Qualcomm MSM8953,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,25;27,3.2
BlackBerry,BlackBerry Evolve,bbg100,3612MB,Phone,Qualcomm SDA450,1080x2160,400,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Blackfox,BMM531A,BMM531A,957MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Blackfox,BMM543S,BMM543S,1868MB,Phone,Mediatek MT6739WA,480x960,240,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Blackfox,BMM443D,BMM443D,1863MB,Phone,Mediatek MT6739CH,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Blackfox,BMM541A,BMM541A,1879MB,Phone,Mediatek MT6739WA,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Blackfox,BMM543D,BMM543D,1887MB,Phone,Mediatek MT6739WA,480x960,240,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Blackfox,BMM441D,BMM441D,904MB,Phone,Mediatek MT6739WA,480x960,240,armeabi-v7a;armeabi,27,3.2
Blackfox,BMM442D,BMM442D,882MB,Phone,Mediatek MT6739CH,720x1440,320,armeabi-v7a;armeabi,27,3.2
Blackfox,BMM531D,BMM531D,957MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Blackfox,BMM531B,BMM531B,943MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Blackfox,BMM541B,BMM541B,890MB,Phone,Mediatek MT6739WA,480x960,240,armeabi-v7a;armeabi,27,3.2
Blackshark,黑鲨游戏手机 2 Pro,darklighter,11506MB,Phone,Qualcomm SM8150,1080x2340,420,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Blackshark,Black Shark 2,skywalker,7520MB,Phone,Qualcomm SM8150,1080x2340,420,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Blackshark,Shark 1S,bullhead,7684MB,Phone,Qualcomm SDM845,1080x2160,420,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Blacksonic,BS7-BUTTERFLY,BS7-BUTTERFLY,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2.0
Blacksonic,BS7-KIDS,BS7-KIDS,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2.0
Blacksonic,BS9,BS9,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Blacksonic,BS7-3G,BS7-3G,904MB,Tablet,Spreadtrum SC7731E,600x1024,160,armeabi-v7a;armeabi,27,3.2
Blacksonic,BS7,BS7,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2.0
Blackview,A30-RU,A30-RU,1969MB,Phone,Mediatek MT6580,540x1132,240,armeabi-v7a;armeabi,27,2.0
Blackview,Blackview BV9500,BV9500,3827MB,Phone,Mediatek MT6763T,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Blackview,BV5800,BV5800,1855MB,Phone,Mediatek MT6739WW,1440x720,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Blackview,Blackview BV9700Pro_EEA,BV9700Pro,5761MB,Phone,Mediatek MT6771T,1080x2280,480,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Blackview,A60,A60,1023MB,Phone,Mediatek MT6580,600x1280,240,armeabi-v7a;armeabi,27,2.0
Blackview,Blackview BV9500-RU,BV9500-RU,3827MB,Phone,Mediatek MT6763T,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Blackview,Blackview A30,A30,1969MB,Phone,Mediatek MT6580,540x1132,240,armeabi-v7a;armeabi,27,2.0
Blackview,BV5500,BV5500,2048MB,Phone,Mediatek MT6580,720x1440,320,armeabi-v7a;armeabi,27,2.0
Blackview,BV6100,BV6100,2858MB,Phone,Mediatek MT6761,640x1352,240,armeabi-v7a;armeabi,28,3.2
Blackview,P10000 Pro,P10000_Pro,3784-3802MB,Phone,Mediatek MT6763,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,25;27,3.2
Blackview,BV8000 Pro,BV8000Pro,5779-5793MB,Phone,Mediatek MT6757,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2
Blackview,MAX1,MAX1,6144MB,Phone,Mediatek MT6737T,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Blackview,BV9100,BV9100,4096MB,Phone,Mediatek MT6765,1080x2340,480,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Blackview,BV9600Pro,Blackview,2824-6144MB,Phone,Mediatek MT6771,1080x2248;2149x1080;720x1280,320;480,arm64-v8a;armeabi-v7a;armeabi,23;24;27;28,3.0;3.2
Blackview,BV9000-F,BV9000-F,3795MB,Phone,Mediatek MT6757CD,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2
Blackview,Blackview BV9500Plus,BV9500Plus,3752MB,Phone,Mediatek MT6771T,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Blackview,BV6800Pro,BV6800Pro,3745MB,Phone,Mediatek MT6750T,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,26,3.2
Blackview,BV5800PRO_RU,BV5800Pro_RU,1855MB,Phone,Mediatek MT6739WW,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Blackview,Blackview BV9500Pro,BV9500Pro,5837MB,Phone,Mediatek MT6763T,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Blackview,A20,A20,957MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Blackview,BV5900,BV5900,3072MB,Phone,Mediatek MT6761,720x1520,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Blackview,A60 Pro,A60Pro,2830MB,Phone,Mediatek MT6761,600x1280,240,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Blackview,Blackview A20 Pro,A20Pro,1879MB,Phone,Mediatek MT6739WA,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Blackview,BV9600,BV9600,4096MB,Phone,Mediatek MT6771T,1080x2248,480,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Blackview,BV5800_RU,BV5800_RU,1855MB,Phone,Mediatek MT6739WW,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Blackview,BV9000 Pro-F,BV9000Pro-F,5805MB,Phone,Mediatek MT6757CD,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2
Blackview,BV6800Pro_RU,BV6800Pro_RU,3745MB,Phone,Mediatek MT6750,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,26,3.2
Blackview,BV5800PRO,BV5800_PRO,1855MB,Phone,Mediatek MT6739WW,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Blackview,BV5500Pro,BV5500Pro,2895MB,Phone,Mediatek MT6739CH,720x1440,320,armeabi-v7a;armeabi,28,3.2
Blaupunkt,SL05,SL05,1901MB,Phone,Mediatek MT6739CH,640x1280,320,armeabi-v7a;armeabi,27,3.2
Blaupunkt,Blaupunkt_SM_02,Blaupunkt_SM_02,957MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Blaupunkt,TX01,TX01,3756MB,Phone,Mediatek MT6750,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Blaupunkt,SM_02_2019,SM_02_2019,943MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
BLECK,BE fr,BE_fr,449MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi-v7a;armeabi,27,3.2
BLECK,BE_se,BE_se,943MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
BLECK,BE_et,BE_et,944MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
BLECK,BE dg,BE_dg,891MB,Phone,Mediatek MT6739WA,480x960,240,armeabi-v7a;armeabi,27,3.2
